idhh	idperson	idpartner	idmother	idfather	dct	dwt	dag	dec	les	yem	dgn	lhw	dms	loc	yse	yiy	poa	ddi	boa	poa00	yseev 
113	11303	0	11302	11301	0	10	16	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
113	11304	0	11302	11301	0	10	14	3	6	0	1	-1	1	-1	0	0	0	0	0	0	0
114	11401	11402	0	0	0	10	53	0	5	1031.205	0	-1	2	-1	0	0	0	0	0	0	0
114	11402	11401	0	0	0	10	56	0	5	482.9428	1	-1	2	9	0	0	0	0	0	0	0
114	11403	0	11401	11402	0	10	29	0	3	1493.347	1	40	1	5	0	0	0	0	0	0	0
115	11501	0	0	0	0	10	58	0	4	0	1	-1	5	7	0	0	0	0	0	0	0
116	11601	0	0	0	0	10	27	0	4	0	0	27	1	9	0	0	0	0	0	0	0
117	11701	11702	0	0	0	10	66	0	5	0	1	-1	1	6	0	0	1758.99575	0	1758.99575	1758.99575	0
117	11702	11701	0	0	0	10	71	0	4	0	0	-1	5	9	0	0	1810.555	0	1810.555	1810.555	0
118	11801	11802	0	0	0	10	46	0	3	2461.283	1	37	2	2	0	0	0	0	0	0	0
118	11802	11801	0	0	0	10	45	0	3	2526.397	0	37	2	3	0	0	0	0	0	0	0
118	11803	0	11802	11801	0	10	12	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
119	11901	0	0	0	0	10	69	0	4	0	0	-1	5	-1	0	0	1984.8035	0	1984.8035	1984.8035	0
119	11902	0	11901	0	0	10	44	0	4	0	0	-1	4	7	0	0	0	0	0	0	0
119	11903	0	11902	0	0	10	21	0	3	1043.141	1	-1	1	-1	0	0	0	0	0	0	0
120	12001	0	0	0	0	10	63	0	4	0	0	-1	3	-1	0	0	0	0	0	0	0
121	12101	12102	0	0	0	10	57	0	3	991.503	1	40	2	6	0	0	0	0	0	0	0
121	12102	12101	0	0	0	10	53	0	2	0	0	40	2	6	0	0	0	0	0	0	0
122	12201	12202	0	0	0	10	73	0	4	88.59955	1	-1	2	2	0	0	1485.19675	0	1485.19675	1485.19675	0
122	12202	12201	0	0	0	10	72	0	4	0	0	-1	2	3	0	0	1467.179	0	1467.179	1467.179	0
123	12301	0	0	0	0	10	64	0	4	0	0	-1	5	7	0	0	0	0	0	0	0
124	12401	12402	0	0	0	10	51	6	3	1629.768	1	42	2	7	0	0	0	0	0	0	0
124	12402	12401	0	0	0	10	50	4	5	0	0	-1	2	5	0	0	0	0	0	0	0
124	12403	0	12402	12401	0	10	22	0	3	231.0693	1	37	1	7	0	0	0	0	0	0	0
124	12404	0	12402	12401	0	10	16	4	6	0	1	-1	1	-1	0	0	0	0	0	0	0
125	12501	12502	0	0	0	10	40	0	2	0	1	70	2	5	0	0	0	0	0	0	0
125	12502	12501	0	0	0	10	38	0	7	0	0	-1	2	3	0	0	0	0	0	0	0
125	12503	0	12502	12501	0	10	13	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
125	12504	0	12502	12501	0	10	11	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
125	12505	0	12502	12501	0	10	6	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
125	12506	0	12502	12501	0	10	2	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
126	12601	0	0	0	0	10	19	0	5	195.4496	1	-1	1	9	0	0	0	0	0	0	0
126	12602	12603	0	0	0	10	23	6	3	534.6807	0	37	1	9	0	0	0	0	0	0	0
126	12603	12602	0	0	0	10	24	0	5	713.037	1	37	1	8	0	0	0	0	0	0	0
127	12701	0	0	0	0	10	29	0	3	2637.209	1	46	1	5	0	0	0	0	0	0	0
128	12801	0	0	0	0	10	72	0	4	424.9238	1	-1	5	6	0	0	1594.7475	0	1594.7475	1594.7475	0
129	12901	12902	0	0	0	10	47	0	3	1857.07	1	70	2	-1	0	0	0	0	0	0	0
129	12902	12901	0	0	0	10	34	0	7	0	0	-1	2	7	0	0	0	0	0	0	0
129	12903	0	12902	12901	0	10	10	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
129	12904	0	12902	12901	0	10	4	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
130	13001	13002	0	0	0	10	58	0	3	1775.448	1	41	2	9	0	0	0	0	0	0	0
130	13002	13001	0	0	0	10	57	4	4	0	0	-1	2	9	0	0	0	0	0	0	0
130	13003	0	13002	13001	0	10	23	0	3	2256.496	1	40	1	7	0	0	0	0	0	0	0
131	13101	0	13103	13102	0	10	25	0	3	1568.153	1	35	1	7	0	0	0	0	0	0	0
131	13102	13103	0	0	0	10	78	0	4	0	1	-1	2	6	0	0	1589.08775	0	1589.08775	1589.08775	0
131	13103	13102	0	0	0	10	64	0	7	0	0	-1	2	-1	149.7687	0	0	0	0	0	149.7687
132	13201	13202	0	0	0	10	39	0	3	5788.971	1	40	2	2	0	0	0	0	0	0	0
132	13202	13201	0	0	0	10	36	0	3	2907.912	0	40	2	8	0	0	0	0	0	0	0
132	13203	0	13202	13201	0	10	11	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
132	13204	0	13202	13201	0	10	7	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
133	13301	13302	0	0	0	10	30	0	3	2185.884	1	37	2	5	0	0	0	0	0	0	0
133	13302	13301	0	0	0	10	28	0	3	916.962	0	37	2	4	0	0	0	0	0	0	0
133	13303	0	13302	13301	0	10	6	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
133	13304	0	13302	13301	0	10	4	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
134	13401	13402	0	0	0	10	74	0	4	0	1	-1	2	4	0	0	1918.87	0	1918.87	1918.87	0
134	13402	13401	0	0	0	10	76	0	4	0	0	-1	2	-1	0	0	2121.79375	0	2121.79375	2121.79375	0
135	13501	13502	0	0	0	10	68	0	4	0	1	-1	2	3	0	0	1851.11325	0	1851.11325	1851.11325	0
135	13502	13501	0	0	0	10	62	0	4	0	0	-1	2	-1	0	0	0	0	0	0	0
136	13601	0	0	0	0	10	63	0	4	0	0	-1	5	-1	0	0	0	0	0	0	0
136	13602	0	13601	0	0	10	27	0	5	0	0	-1	1	9	0	0	0	0	0	0	0
137	13701	0	0	0	0	10	59	0	2	0	0	50	5	-1	1770.773	0	0	0	0	0	1770.773
137	13702	0	13701	0	0	10	18	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
138	13801	13802	0	0	0	10	50	0	3	1896.403	0	37	2	3	0	0	0	0	0	0	0
138	13802	13801	0	0	0	10	50	0	3	2359.744	1	37	2	5	0	0	0	0	0	0	0
138	13803	0	13801	13802	0	10	21	6	3	427.8434	0	29	1	9	0	0	0	0	0	0	0
139	13901	0	0	0	0	10	69	0	7	0	0	-1	5	-1	0	0	1922.5175	0	1922.5175	1922.5175	0
140	14001	14002	0	0	0	10	30	0	3	2539.323	1	37	2	5	0	0	0	0	0	0	0
140	14002	14001	0	0	0	10	35	0	5	0	0	-1	2	4	0	0	0	0	0	0	0
140	14003	0	14002	14001	0	10	12	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
140	14004	0	14002	14001	0	10	4	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
140	14005	0	14002	14001	0	10	1	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
141	14101	14102	0	0	0	10	70	0	4	0	1	-1	2	-1	0	0	2085.308	0	2085.308	2085.308	0
141	14102	14101	0	0	0	10	57	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
141	14103	0	14102	14101	0	10	28	0	5	0	1	-1	1	-1	0	0	0	0	0	0	0
141	14104	0	14102	14101	0	10	22	0	5	0	0	-1	1	-1	0	0	0	0	0	0	0
142	14201	14202	0	0	0	10	27	0	3	3270.974	1	90	2	4	0	0	0	0	0	0	0
142	14202	14201	0	0	0	10	24	0	5	0	0	-1	2	-1	0	0	0	0	0	0	0
142	14203	0	14202	14201	0	10	4	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
142	14204	0	14202	14201	0	10	3	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
143	14301	0	0	0	0	10	19	0	3	969.2892	0	40	1	7	0	0	0	0	0	0	0
144	14401	0	0	0	0	10	52	0	3	1882.03	0	32	4	3	0	0	0	0	0	0	0
145	14501	14502	0	0	0	10	61	0	4	0	1	-1	2	-1	0	0	0	0	0	0	0
145	14502	14501	0	0	0	10	60	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
146	14601	14602	0	0	0	10	63	0	2	0	1	45	2	6	1050.557	0	0	0	0	0	1050.557
146	14602	14601	0	0	0	10	65	0	9	0	0	25	2	6	0	0	1928.89475	0	1928.89475	1928.89475	0
147	14701	14702	0	0	0	10	49	0	3	2015.816	0	30	2	4	0	0	0	0	0	0	0
147	14702	14701	0	0	0	10	47	0	3	8357.749	1	50	2	1	0	0	0	0	0	0	0
147	14703	0	14701	14702	0	10	18	6	6	30.81248	0	-1	1	-1	0	0	0	0	0	0	0
148	14801	0	0	0	0	10	24	0	5	1375.162	0	-1	1	-1	0	0	0	0	0	0	0
149	14901	0	0	0	0	10	35	0	4	0	1	-1	1	2	0	0	0	0	0	0	0
150	15001	15002	0	0	0	10	50	0	3	2820.564	1	40	2	7	0	0	0	0	0	0	0
150	15002	15001	0	0	0	10	43	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
150	15003	0	15002	15001	0	10	16	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
150	15004	0	15002	15001	0	10	14	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
151	15101	15102	0	0	0	10	45	0	2	0	1	60	2	1	2566.206	0	0	0	0	0	2566.206
151	15102	15101	15104	0	0	10	33	0	9	0	0	30	2	5	0	0	0	0	0	0	0
151	15103	0	15102	15101	0	10	13	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
151	15104	0	0	0	0	10	68	0	4	0	0	-1	5	7	0	0	1363.69675	0	1363.69675	1363.69675	0
152	15201	15202	0	0	0	10	52	0	3	1629.654	1	37	2	7	0	0	0	0	0	0	0
152	15202	15201	0	0	0	10	52	4	5	0	0	-1	2	-1	0	0	0	0	0	0	0
152	15203	0	15202	15201	0	10	24	0	3	1900.308	1	37	1	4	0	0	0	0	0	0	0
152	15204	0	15202	15201	0	10	29	0	3	2323.142	1	37	1	4	0	0	0	0	0	0	0
153	15301	15302	0	0	0	10	64	0	2	0	1	50	2	1	0	0	0	0	0	0	0
153	15302	15301	0	0	0	10	62	0	4	0	0	-1	2	4	0	0	0	0	0	0	0
154	15401	15402	0	0	0	10	48	0	2	0	1	60	2	7	7547.795	0	0	0	0	0	7547.795
154	15402	15401	0	0	0	10	46	6	3	881.2268	0	25	2	3	0	0	0	0	0	0	0
154	15403	0	15402	15401	0	10	18	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
154	15404	0	15402	15401	0	10	15	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
154	15405	0	15402	15401	0	10	11	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
155	15501	15502	0	0	0	10	28	6	6	0	0	-1	1	5	0	0	0	0	0	0	0
155	15502	15501	0	0	0	10	22	6	3	817.2339	0	37	1	5	0	0	0	0	0	0	0
156	15601	15602	0	0	0	10	76	0	4	0	1	-1	2	5	0	0	1874.55975	0	1874.55975	1874.55975	0
156	15602	15601	0	0	0	10	73	0	4	0	0	-1	2	-1	0	0	1839.1625	0	1839.1625	1839.1625	0
157	15701	15702	0	0	0	10	38	0	5	235.0826	0	37	2	5	0	0	0	0	0	0	0
157	15702	15701	0	0	0	10	40	4	3	220.9877	1	37	2	2	0	0	0	0	0	0	0
157	15703	0	15701	15702	0	10	19	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
157	15704	0	15701	15702	0	10	16	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
158	15801	0	15802	0	0	10	29	0	3	1218.915	0	42	1	5	0	0	0	0	0	0	0
158	15802	0	0	0	0	10	51	0	7	0	0	-1	4	7	0	0	0	0	0	0	0
158	15803	0	15802	0	0	10	28	0	3	1155.915	0	48	1	5	0	0	0	0	0	0	0
158	15804	0	15802	0	0	10	18	6	3	0	1	42	1	7	0	0	0	0	0	0	0
159	15901	15902	0	0	0	10	37	0	3	2447.517	1	40	2	3	0	0	0	0	0	0	0
159	15902	15901	0	0	0	10	29	0	3	1597.785	0	40	2	5	0	0	0	0	0	0	0
160	16001	0	0	0	0	10	41	4	3	2462.162	0	37	1	2	0	0	0	0	0	0	0
160	16002	0	16001	0	0	10	7	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
161	16101	16102	0	0	0	10	47	0	3	3673.817	1	36	2	2	0	0	0	0	0	0	0
161	16102	16101	0	0	0	10	48	0	3	2538.493	0	37	2	4	0	0	0	0	0	0	0
161	16103	0	16102	16101	0	10	13	3	6	0	1	-1	1	-1	0	0	0	0	0	0	0
162	16201	0	16203	16202	0	10	34	0	3	1358.478	1	60	1	5	0	0	0	0	0	0	0
162	16202	16203	0	0	0	10	86	0	4	0	1	-1	2	-1	0	0	1692.21325	0	1692.21325	1692.21325	0
162	16203	16202	0	0	0	10	66	0	4	0	0	-1	2	-1	0	0	1845.987	0	1845.987	1845.987	0
163	16301	16302	0	0	0	10	75	0	4	0	1	-1	2	6	0	0	1475.15725	0	1475.15725	1475.15725	0
163	16302	16301	0	0	0	10	67	0	7	0	0	-1	2	6	0	0	1650.9035	0	1650.9035	1650.9035	0
164	16401	16402	0	0	0	10	82	0	4	0	1	-1	2	-1	0	0	1435.30425	0	1435.30425	1435.30425	0
164	16402	16401	0	0	0	10	86	0	4	0	0	-1	2	-1	0	0	1527.01425	0	1527.01425	1527.01425	0
165	16501	0	0	0	0	10	77	0	4	0	0	-1	2	-1	0	0	1676.702	0	1676.702	1676.702	0
166	16601	16602	0	0	0	10	25	0	3	1861.597	0	37	1	5	0	0	0	0	0	0	0
166	16602	16601	0	0	0	10	27	0	3	3448.301	1	50	1	3	939.4153	0	0	0	0	0	939.4153
166	16603	0	16601	16602	0	10	6	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
167	16701	16702	0	0	0	10	49	0	2	0	1	50	2	7	2490.9	0	0	0	0	0	2490.9
167	16702	16701	0	0	0	10	45	0	9	0	0	40	2	-1	0	0	0	0	0	0	0
167	16703	0	16702	16701	0	10	23	0	9	0	0	40	1	-1	0	0	0	0	0	0	0
167	16704	0	16702	16701	0	10	19	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
168	16801	16802	0	0	0	10	50	0	5	0	0	-1	2	9	0	0	0	0	0	0	0
168	16802	16801	0	0	0	10	51	0	4	0	1	-1	2	3	0	0	0	0	0	0	0
168	16803	0	16801	16802	0	10	17	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
169	16901	16902	0	0	0	10	48	0	2	131.9859	1	85	2	8	2485.436	0	0	0	0	0	2485.436
169	16902	16901	0	0	0	10	37	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
169	16903	0	16902	16901	0	10	16	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
169	16904	0	16902	16901	0	10	14	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
169	16905	0	16902	16901	0	10	10	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
170	17001	0	0	0	0	10	20	0	3	1512.627	0	51	1	5	0	0	0	0	0	0	0
171	17101	17102	0	0	0	10	45	0	5	1507.592	1	-1	2	5	0	0	0	0	0	0	0
171	17102	17101	0	0	0	10	38	0	5	1094.053	0	-1	2	5	0	0	0	0	0	0	0
171	17103	0	17102	17101	0	10	16	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
171	17104	0	17102	17101	0	10	9	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
172	17201	0	17202	17203	0	10	33	0	5	833.5919	0	-1	1	7	0	0	0	0	0	0	0
172	17202	17203	0	0	0	10	65	0	4	0	0	-1	2	9	0	0	1968.173	0	1968.173	1968.173	0
172	17203	17202	0	0	0	10	69	0	4	0	1	-1	2	9	0	0	1848.0075	0	1848.0075	1848.0075	0
173	17301	0	0	0	0	10	76	0	7	0	0	-1	5	-1	0	0	2149.453	0	2149.453	2149.453	0
174	17401	17402	0	0	0	10	74	0	4	0	1	-1	2	-1	0	0	1877.24	0	1877.24	1877.24	0
174	17402	17401	0	0	0	10	69	0	7	0	0	-1	2	-1	0	0	1761.55825	0	1761.55825	1761.55825	0
175	17501	0	0	0	0	10	27	6	6	299.6588	1	-1	1	-1	0	0	0	0	0	0	0
176	17601	17602	0	0	0	10	59	0	4	0	1	-1	2	1	0	0	0	0	0	0	0
176	17602	17601	0	0	0	10	58	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
177	17701	17702	0	0	0	10	82	0	4	0	1	-1	2	-1	0	0	1542.606	0	1542.606	1542.606	0
177	17702	17701	0	0	0	10	82	0	7	0	0	-1	2	-1	0	0	1713.94475	0	1713.94475	1713.94475	0
178	17801	17802	0	0	0	10	35	0	3	1215.372	0	37	1	3	0	0	0	0	0	0	0
178	17802	17801	0	0	0	10	39	0	3	2730.931	1	60	1	8	0	0	0	0	0	0	0
179	17901	17902	0	0	0	10	26	0	3	2050.917	0	37	1	9	0	0	0	0	0	0	0
179	17902	17901	0	0	0	10	31	6	6	1533.855	1	-1	1	5	0	0	0	0	0	0	0
180	18001	18002	0	0	0	10	38	0	3	2018.997	1	21	2	2	0	0	0	0	0	0	0
180	18002	18001	0	0	0	10	29	0	3	2450.883	0	40	2	4	0	0	0	0	0	0	0
180	18003	0	18002	18001	0	10	1	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
181	18101	18102	0	0	0	10	59	0	2	113.0207	1	40	2	6	4573.077	0	0	0	0	0	4573.077
181	18102	18101	0	0	0	10	53	0	2	54.48033	0	55	2	6	0	0	0	0	0	0	0
182	18201	0	0	0	0	10	26	0	3	481.482	0	37	1	5	0	0	0	0	0	0	0
183	18301	18302	0	0	0	10	44	0	2	0	1	30	2	6	494.4786	0	0	0	0	0	494.4786
183	18302	18301	0	0	0	10	44	0	9	0	0	20	2	6	1730.393	0	0	0	0	0	1730.393
183	18303	0	18302	18301	0	10	17	6	6	0	1	-1	1	-1	0	0	0	0	0	0	0
183	18304	0	18302	18301	0	10	12	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
184	18401	18402	0	0	0	10	59	0	4	1034.512	1	-1	2	9	0	0	0	0	0	0	0
184	18402	18401	0	0	0	10	48	0	3	1815.876	0	40	2	5	0	0	0	0	0	0	0
184	18403	0	18402	18401	0	10	27	0	3	2496.18	1	36	1	7	0	0	0	0	0	0	0
185	18501	18502	0	0	0	10	64	0	4	0	1	-1	2	1	0	0	0	0	0	0	0
185	18502	18501	0	0	0	10	68	0	4	77.84892	0	-1	2	-1	0	0	1853.16625	0	1853.16625	1853.16625	0
186	18601	18602	0	0	0	10	65	0	3	2158.415	1	39	1	8	0	0	1668.05975	0	1668.05975	1668.05975	0
186	18602	18601	0	0	0	10	51	0	3	2932.406	0	37	5	8	0	0	0	0	0	0	0
187	18701	18702	0	0	0	10	55	0	2	0	1	90	2	2	2457.152	0	0	0	0	0	2457.152
187	18702	18701	0	0	0	10	39	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
187	18703	0	18702	18701	0	10	6	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
187	18704	0	18702	18701	0	10	6	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
188	18801	18802	0	0	0	10	31	0	3	3815.018	1	45	2	2	0	0	0	0	0	0	0
188	18802	18801	0	0	0	10	30	0	3	2492.708	0	40	2	2	0	0	0	0	0	0	0
188	18803	0	18802	18801	0	10	3	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
189	18901	18902	0	0	0	10	56	0	5	0	1	-1	2	8	0	0	0	0	0	0	0
189	18902	18901	0	0	0	10	46	0	5	153.0546	0	-1	2	8	0	0	0	0	0	0	0
189	18903	0	18902	18901	0	10	14	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
190	19001	19002	0	0	0	10	40	0	3	3185.347	0	37	2	2	0	0	0	0	0	0	0
190	19002	19001	0	0	0	10	36	0	3	4117.432	1	54	2	2	0	0	0	0	0	0	0
190	19003	0	19001	19002	0	10	11	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
190	19004	0	19001	19002	0	10	5	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
191	19101	19102	0	0	0	10	34	0	3	2458.1	1	37	1	3	0	0	0	0	0	0	0
191	19102	19101	0	0	0	10	30	0	5	626.9553	0	-1	1	4	0	0	0	0	0	0	0
191	19103	0	19102	19101	0	10	3	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
192	19201	19202	0	0	0	10	41	0	3	5096.137	1	40	2	2	0	0	0	0	0	0	0
192	19202	19201	0	0	0	10	41	0	3	2182.682	0	37	2	4	0	0	0	0	0	0	0
192	19203	0	19202	19201	0	10	16	4	6	0	1	-1	1	-1	0	0	0	0	0	0	0
192	19204	0	19202	19201	0	10	9	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
193	19301	19302	0	0	0	10	55	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
193	19302	19301	0	0	0	10	69	0	2	0	1	55	2	-1	642.2928	0	1894.65375	0	1894.65375	1894.65375	642.2928
193	19303	0	19301	19302	0	10	31	0	2	0	0	40	1	2	2364.779	0	0	0	0	0	2364.779
194	19401	0	0	0	0	10	70	0	4	0	1	-1	5	8	0	0	1678.1955	0	1678.1955	1678.1955	0
194	19402	19403	0	0	0	10	38	0	2	0	1	42	2	1	0	0	0	0	0	0	0
194	19403	19402	0	19401	0	10	36	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
194	19404	0	19403	19402	0	10	3	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
195	19501	19502	0	0	0	10	68	0	4	0	1	-1	2	8	0	0	1617.32125	0	1617.32125	1617.32125	0
195	19502	19501	0	0	0	10	63	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
196	19601	19602	0	0	0	10	84	0	4	0	1	-1	2	-1	0	0	1907.4575	0	1907.4575	1907.4575	0
196	19602	19601	0	0	0	10	83	0	4	0	0	-1	2	-1	0	0	1804.7545	0	1804.7545	1804.7545	0
197	19701	0	0	0	0	10	46	0	2	0	1	55	1	1	5302.99	0	0	0	0	0	5302.99
198	19801	19802	0	0	0	10	51	0	3	3469.975	1	30	2	8	0	0	0	0	0	0	0
198	19802	19801	0	0	0	10	41	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
198	19803	0	19802	19801	0	10	19	0	7	0	1	-1	1	-1	0	0	0	0	0	0	0
198	19804	0	19802	19801	0	10	16	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
199	19901	0	0	0	0	10	74	0	4	0	0	-1	5	5	0	0	1607.8295	0	1607.8295	1607.8295	0
200	20001	0	0	0	0	10	51	0	2	0	0	40	5	6	532.8314	0	0	0	0	0	532.8314
200	20002	0	20001	0	0	10	20	0	3	219.6998	0	40	1	7	0	0	0	0	0	0	0
201	20101	20102	0	0	0	10	63	0	4	0	1	-1	2	7	0	0	0	0	0	0	0
201	20102	20101	0	0	0	10	60	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
202	20201	0	0	0	0	10	66	0	4	0	0	-1	5	5	0	0	1897.83875	0	1897.83875	1897.83875	0
203	20301	20302	0	0	0	10	48	0	3	2287.839	1	40	2	-1	0	0	0	0	0	0	0
203	20302	20301	0	0	0	10	44	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
203	20303	0	20302	20301	0	10	17	6	6	0	1	-1	1	-1	0	0	0	0	0	0	0
203	20304	0	20302	20301	0	10	13	3	6	0	1	-1	1	-1	0	0	0	0	0	0	0
204	20401	0	0	0	0	10	47	0	3	2387.17	0	37	4	4	0	0	0	0	0	0	0
205	20501	20502	0	0	0	10	69	0	4	0	1	-1	2	1	0	0	1456.70325	0	1456.70325	1456.70325	0
205	20502	20501	0	0	0	10	57	0	3	1536.342	0	30	2	5	0	0	0	0	0	0	0
206	20601	20602	0	0	0	10	36	0	5	1018.386	0	37	2	9	0	0	0	0	0	0	0
206	20602	20601	0	0	0	10	38	0	3	2131.26	1	37	2	7	0	0	0	0	0	0	0
206	20603	0	20601	20602	0	10	7	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
207	20701	20702	0	0	0	10	55	0	3	2607.826	0	37	2	2	0	0	0	0	0	0	0
207	20702	20701	0	0	0	10	58	0	3	2229.454	1	37	2	3	0	0	0	0	0	0	0
207	20703	20704	20701	20702	0	10	22	0	3	2219.025	1	37	1	7	0	0	0	0	0	0	0
207	20704	20703	0	0	0	10	21	4	6	182.3642	0	7	1	5	0	0	0	0	0	0	0
208	20801	20802	0	0	0	10	58	0	3	3162.689	1	40	2	7	0	0	0	0	0	0	0
208	20802	20801	0	0	0	10	53	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
208	20803	0	20802	20801	0	10	25	0	3	1338.907	1	48	1	7	0	0	0	0	0	0	0
208	20804	0	20802	20801	0	10	26	0	3	1355.907	1	48	1	4	0	0	0	0	0	0	0
209	20901	20902	0	0	0	10	60	0	3	1684.533	1	96	2	5	2031.226	0	0	0	0	0	2031.226
209	20902	20901	0	0	0	10	58	0	9	157.4188	0	60	2	6	0	0	0	0	0	0	0
210	21001	21002	0	0	0	10	53	0	2	0	1	70	2	6	1082.465	0	0	0	0	0	1082.465
210	21002	21001	0	0	0	10	46	0	3	2024.209	0	40	2	9	0	0	0	0	0	0	0
210	21003	0	21002	21001	0	10	20	0	9	0	1	70	1	6	0	0	0	0	0	0	0
210	21004	0	21002	21001	0	10	19	0	9	0	1	70	1	6	0	0	0	0	0	0	0
210	21005	0	21002	21001	0	10	14	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
211	21101	0	0	0	0	10	69	0	3	533.953	0	30	4	-1	0	0	1493.3905	0	1493.3905	1493.3905	0
212	21201	0	0	0	0	10	49	0	7	0	0	-1	5	-1	774.9557	0	0	0	0	0	774.9557
212	21202	0	21201	0	0	10	23	0	7	0	1	-1	1	-1	0	0	0	0	0	0	0
212	21203	0	21201	0	0	10	22	0	5	767.1224	0	-1	1	5	0	0	0	0	0	0	0
213	21301	21302	0	0	0	10	35	6	3	3015.483	1	72	2	8	0	0	0	0	0	0	0
213	21302	21301	0	0	0	10	34	0	3	1235.748	0	40	2	9	0	0	0	0	0	0	0
213	21303	0	21302	21301	0	10	15	3	6	0	1	-1	1	-1	0	0	0	0	0	0	0
213	21304	0	21302	21301	0	10	13	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
214	21401	0	0	0	0	10	44	0	3	4766.176	1	37	1	1	0	0	0	0	0	0	0
215	21501	0	0	0	0	10	57	0	3	1855.435	1	43	4	4	138.3893	0	0	0	0	0	138.3893
216	21601	0	0	0	0	10	71	0	4	0	1	-1	3	1	0	0	1571.142	0	1571.142	1571.142	0
217	21701	0	0	0	0	10	71	0	4	0	0	-1	5	-1	0	0	2045.16825	0	2045.16825	2045.16825	0
217	21702	0	21701	0	0	10	44	0	7	0	0	-1	1	-1	0	0	0	0	0	0	0
218	21801	21802	0	0	0	10	55	0	2	0	1	15	2	6	3926.211	0	0	0	0	0	3926.211
218	21802	21801	21804	0	0	10	49	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
218	21803	0	21802	21801	0	10	23	0	9	0	1	15	1	6	0	0	0	0	0	0	0
218	21804	0	0	0	0	10	74	0	4	0	0	-1	5	6	0	0	2287.38275	0	2287.38275	2287.38275	0
219	21901	21902	0	0	0	10	27	6	6	161.0413	0	-1	1	5	0	0	0	0	0	0	0
219	21902	21901	0	0	0	10	30	0	3	3312.339	1	50	1	3	0	0	0	0	0	0	0
